,LotArea,Street,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,MoSold,YrSold,SalePrice
1423,19690,1,0,6,7,1966,1966,1,8,2006,274970
1424,9503,1,0,5,5,1958,1983,1,6,2007,144000
1425,10721,1,0,6,6,1959,1959,1,10,2008,142000
1426,10944,1,0,7,5,1994,1994,1,8,2008,271000
1427,10930,1,0,5,6,1945,1950,1,4,2008,140000
1428,7200,1,0,5,7,1940,1992,1,2,2010,119000
1429,12546,1,0,6,7,1981,1981,1,4,2007,182900
1430,21930,1,0,5,5,2005,2005,1,7,2006,192140
1431,4928,1,4,6,6,1976,1976,1,10,2009,143750
1432,10800,1,0,4,6,1927,2007,1,8,2007,64500
1433,10261,1,0,6,5,2000,2000,1,5,2008,186500
1434,17400,1,0,5,5,1977,1977,1,5,2006,160000
1435,8400,1,0,6,9,1962,2005,1,7,2008,174000
1436,9000,1,0,4,6,1971,1971,1,5,2007,120500
1437,12444,1,0,8,5,2008,2008,1,11,2008,394617
1438,7407,1,0,6,7,1957,1996,1,4,2010,149700
1439,11584,1,0,7,6,1979,1979,1,11,2007,197000
1440,11526,1,0,6,7,1922,1994,1,9,2008,191000
1441,4426,1,4,6,5,2004,2004,1,5,2008,149300
1442,11003,1,0,10,5,2008,2008,1,4,2009,310000
1443,8854,1,0,6,6,1916,1950,0,5,2009,121000
1444,8500,1,0,7,5,2004,2004,1,11,2007,179600
1445,8400,1,0,6,5,1966,1966,1,5,2007,129000
1446,26142,1,0,5,7,1962,1962,1,4,2010,157900
1447,10000,1,0,8,5,1995,1996,1,12,2007,240000
1448,11767,1,0,4,7,1910,2000,0,5,2007,112000
1449,1533,1,3,5,7,1970,1970,1,8,2006,92000
1450,9000,1,2,5,5,1974,1974,1,9,2009,136000
1451,9262,1,0,8,5,2008,2009,1,5,2009,287090
1452,3675,1,4,5,5,2005,2005,1,5,2006,145000
1453,17217,1,0,5,5,2006,2006,1,7,2006,84500
1454,7500,1,0,7,5,2004,2005,1,10,2009,185000
1455,7917,1,0,6,5,1999,2000,1,8,2007,175000
1456,13175,1,0,6,6,1978,1988,1,2,2010,210000
1457,9042,1,0,7,9,1941,2006,1,5,2010,266500
1458,9717,1,0,5,6,1950,1996,1,4,2010,142125
1459,9937,1,0,5,6,1965,1965,1,6,2008,147500
